bangla_token,ipa_token
অঘটন-এড়াতে,ɔgʱɔton-eɽat̪e
অঘটনের,ɔgʱɔtoner
অঘাতের,ɔgʱat̪er
অঘোষিত,ɔgʱoʃit̪o
অঙ্কটা,ɔŋkota
অঙ্কন,ɔŋkon
অঙ্কুরেই,ɔŋkure͡i̯
অঙ্কুশ,ɔŋkuʃ
অঙ্কের,ɔŋker
অঙ্গ,ɔŋgo
অঙ্গ-প্রতঙ্গ,ɔŋgo-prot̪oŋgo
অঙ্গ-প্রত্যঙ্গগুলো,ɔŋgo-prot̪t̪oŋgogulo
অঙ্গ-ভঙ্গী,ɔŋgo-bʱoŋgi
অঙ্গ-সংগঠনগুলো,ɔŋgo-ʃɔŋgɔtʰongulo
অঙ্গ-সংগঠনের,ɔŋgo-ʃɔŋgɔtʰoner
অঙ্গন,ɔŋgon
অঙ্গনে,ɔŋgone
অঙ্গনেও,ɔŋgone͡o̯
অঙ্গনের,ɔŋgoner
অঙ্গপ্রতিষ্ঠান,ɔŋgoprot̪iʃtʰan
অঙ্গপ্রত্যঙ্গের,ɔŋgoprot̪t̪oŋger
অঙ্গভঙ্গি,ɔŋgobʱoŋgi
অঙ্গরাজ্যটিতে,ɔŋgoraɟɟotit̪e
অঙ্গরাজ্যে,ɔŋgoraɟɟe
অঙ্গরাজ্যের,ɔŋgoraɟɟer
অঙ্গসংগঠন,ɔŋgoʃɔŋgɔtʰon
অঙ্গসংগঠনের,ɔŋgoʃɔŋgɔtʰoner
অঙ্গসংঠনের,ɔŋgoʃɔŋʃoner
অঙ্গার,ɔŋgar
অঙ্গীকার,ɔŋgikar
অঙ্গীকারনামা/শর্তাবলী,ɔŋgikarnama/ʃɔrt̪aboli
অঙ্গীকারনামাশর্তাবলী,ɔŋgikarnamaʃɔrt̪aboli
অঙ্গীকারবদ্ধ,ɔŋgikarbɔd̪d̪ʱo
অঙ্গীকারাবদ্ধ,ɔŋgikarabɔd̪d̪ʱo
অঙ্গীকারের,ɔŋgikarer
অঙ্গুলি,ɔŋguli
অঙ্গে,ɔŋge
অচল,ɔcɔl
অচলাবস্থা,ɔcolabɔst̪ʰa
অচলাবস্থার,ɔcolabɔst̪ʰar
অচিন্ত,ɔcint̪o
অচিন্তপুর,ɔcint̪opur
অচিন্ত্য,ɔcint̪o
অচিরেই,ɔcire͡i̯
অচেতন,ɔcet̪on
অচেনা,ɔcena
অছাত্র,ɔcʰat̪ro
অছিনগর,ɔcʰingɔr
অজ,ɔɟ
অজগর,ɔɟɔgor
অজগরটি,ɔɟɔgorti
অজস্র,ɔɟosro
অজানা,ɔɟana
অজান্তে,ɔɟant̪e
অজান্তেই,ɔɟant̪e͡i̯
অজি,oɟi
অজিউল্লাহ,ɔɟi͡u̯llah
অজিত,ɔɟit̪
অজিফা,ɔɟipʰa
অজিরা,ɔɟira
অজিৎ,ɔɟit̪
অজু,oɟu
অজুহাত,oɟuhat̪
অজুহাতে,oɟuhat̪e
অজ্ঞ,ɔggo
অজ্ঞতাবশত,ɔggot̪abɔʃt̪
অজ্ঞাত,ɔggat̪
অজ্ঞাতনামা,ɔggæt̪onama
অজ্ঞাতনামাদের,ɔggæt̪onamad̪er
অজ্ঞাতনামার,ɔggæt̪onamar
অজ্ঞাতপরিচয়,ɔggat̪poricɔʲ
অজ্ঞাতসারে,ɔggæt̪ʃare
অজ্ঞাতস্থানে,ɔggat̪ost̪ʰane
অজ্ঞাতানামা,ɔggat̪anama
অজ্ঞান,ɔggan
অজ্ঞানামা,ɔgganama
অজ্ঞাাত,ɔgga͡a̯t̪
অজয়,ɔɟɔʲ
অজয়সহ,ɔɟɔʲʃɔho
অঝরে,ɔɟʱɔre
অঝোর,ɔɟʱor
অঝোরে,ɔɟʱore
অঞ্চল,ɔncɔl
অঞ্চলকে,ɔncɔlke
অঞ্চলগুলো,ɔncɔlgulo
অঞ্চলগুলোতে,ɔncɔlgulot̪e
অঞ্চলগুলোয়,ɔncɔlguloʲ
অঞ্চলটাই,ɔncɔlta͡i̯
অঞ্চলভিত্তিক,ɔncolbʱit̪t̪ik
অঞ্চলে,ɔncɔle
অঞ্চলেই,ɔncole͡i̯
অঞ্চলেও,ɔncole͡o̯
অঞ্চলের,ɔncoler
অঞ্চলেরই,ɔncoleri
অঞ্চিতা,ɔncit̪a
অঞ্জন,ɔnɟon
অঞ্জনস-এর,ɔnɟonʃɔ-er
অঞ্জনা,ɔnɟona
অঞ্জনের,ɔnɟoner
অঞ্জন’স-এর,ɔnɟon’ʃɔ-er
অঞ্জলিও,ɔnɟoli͡o̯
অট,ɔt
অটল,ɔtɔl
অটলের,ɔtler
অটিজম,ɔtiɟɔm
অটিজমের,ɔtiɟɔmer
অটিস্টিক,ɔtistik
অটুট,ɔtut
অটেনসিয়েশন,ɔtenʃiʲeʃon
অটোরিকশা,ɔte͡a̯rikɔʃa
অটো,ɔto
অটোইমিউন,ɔto͡i̯mi͡u̯n
অটোগাড়িযোগে,ɔtogahiɟoge
অটোগ্রাফ,ɔtograpʰ
অটোচালক,ɔtocalok
অটোচালককের,ɔtocalokker
অটোটেম্পো,ɔtotempo
অটোবাইক,ɔtoba͡i̯k
অটোভ্যানে,ɔtobʱæne
অটোমেটিক,ɔtometik
অটোমেশন,ɔtomeʃon
অটোমেশনের,ɔtomeʃoner
অটোমোবাইলস,ɔtomoba͡i̯lʃ
অটোমোবাইলের,ɔtomoba͡i̯ler
অটোর,ɔtor
অটোরাইস,ɔtora͡i̯ʃ
অটোরিকশা,ɔtorikʃa
অটোরিকশাকে,ɔtorikʃake
অটোরিকশাচালক,ɔtorikɔʃacalok
অটোরিকশাটি,ɔtorikʃati
অটোরিকশাটিও,ɔtorikʃati͡o̯
অটোরিকশাটির,ɔtorikʃatir
অটোরিকশাতে,ɔtorikʃat̪e
অটোরিকশাযোগে,ɔtorikʃaɟoge
অটোরিকশার,ɔtorikʃar
অটোরিকশাসহ,ɔtorikʃaʃɔho
অটোরিকশায়,ɔtorikʃaʲ
অটোরিক্সা,ɔtorikʃa
অটোয়ার,ɔtoʷar
অট্টালিকা,ɔttalika
অট্টালিকার,ɔttalikar
অডি,odi
অডিও,ɔdi͡o̯
অডিওটি,ɔdi͡o̯ti
অডিট,ɔdit
অডিটর,ɔditor
অডিটরিয়ামে,ɔditoriʲame
অডিটরিয়ামের,ɔditoriʲamer
অডিটিং,ɔditiŋ
অডিটে,ɔdite
অডিটেরিয়ামে,ɔditeriʲame
অডিটোরিয়াম,ɔditoriʲam
অডিটোরিয়ামে,ɔditoriʲame
অডিটোরিয়ামের,ɔditoriʲamer
অডিশনের,ɔdiʃoner
অণু,onu
অণুক্ষণপেঁছাতে,onukkʰɔnpẽcʰat̪e
অণুগুলো,onugulo
অণুচক্রিকা,onucokrika
অণ্ডকোষের,ɔndokoʃer
অত,ɔt̪o
অতঃপর,ɔt̪oppɔr
অতএব,ɔt̪o͡e̯b
অতটা,ɔt̪ota
অতনু,ɔt̪onu
অতরিক্তি,ɔt̪orikt̪i
অতর্কিত,ɔt̪ɔrkit̪o
অতর্কিতভাবে,ɔt̪ɔrkit̪obʱabe
অতর্কিতে,ɔt̪ɔrkit̪e
অতলে,ɔt̪ɔle
অতি,ot̪i
অতিকষ্টে,ot̪ikɔʃte
অতিক্রম,ot̪ikrom
অতিক্রমকালে,ot̪ikromkale
অতিক্রমের,ot̪ikromer
অতিগোপনীয়,ot̪igoponiʲo
অতিগোপনে,ot̪igopone
অতিথি,ot̪it̪i
অতিথিকে,ot̪it̪ike
অতিথিদের,ot̪it̪ʰid̪er
অতিথিবৃন্দ,ot̪it̪ibrind̪o
অতিথির,ot̪it̪ir
অতিথিরা,ot̪it̪ira
অতিথিসহ,ot̪it̪iʃɔho
অতিদরিদ্র,ot̪id̪orid̪ro
অতিদ্রুত,ot̪id̪rut̪o
অতিন,ot̪in
অতিবাহিত,ot̪ibahit̪o
অতিবিপন্ন,ot̪ibipɔnno
অতিবৃষ্টি,ot̪ibriʃti
অতিবৃষ্টির,ot̪ibriʃtir
অতিবেগুনি,ot̪ibeguni
অতিভক্তি,ot̪ibʱɔkt̪i
অতিভারী,ot̪ibʱari
অতিমাত্রার,ot̪imat̪rar
অতিমাত্রায়,ot̪imat̪raʲ
অতিমূল্যায়িত,ot̪imullaʲit̪o
অতিরিক্ত,ot̪irikt̪o
অতিরিক্ত-জরায়ু,ot̪irikt̪o-ɟɔraʲu
অতিশয়,ot̪iʃɔʲ
অতিষ্ঠ,ot̪iʃtʰo
অতিসম্প্রতি,ot̪iʃɔmprot̪i
অতীত,ot̪it̪o
অতীতটাই,ot̪it̪ta͡i̯
অতীতে,ot̪it̪e
অতীতেও,ot̪it̪e͡o̯
অতীতের,ot̪it̪er
অতীন্দ্র,ot̪ind̪ro
অতীব,ot̪ib
অতীষ্ঠ,ot̪iʃtʰo
অতুল,ot̪ul
অতুলনীয়,ot̪uloniʲo
অতৃপ্তি,ɔt̪ript̪i
অত্মীয়স্বজন,ɔt̪t̪iʲoʃɔɟɔn
অত্যধিক,ot̪t̪od̪ʱik
অত্যন্ত,ot̪t̪ont̪o
অত্যাচার,ot̪t̪acar
অত্যাচার-নির্যাতন,ot̪t̪acaro-nirɟat̪on
অত্যাচার-নির্যাতনের,ot̪t̪acaro-nirɟat̪oner
অত্যাচারী,ot̪t̪acari
অত্যাচারে,ot̪t̪acare
অত্যাচারের,ot̪t̪acarer
অত্যাধিক,ot̪t̪ad̪ʱik
অত্যাধুনিক,ot̪t̪ad̪ʱunik
অত্যাবশ্যক,ot̪t̪aboʃʃok
অত্যুক্তি,ot̪t̪ukt̪i
অত্যুৎসাহী,ot̪t̪ut̪ʃahi
অত্র,ot̪ro
অথচ,ɔt̪ʰɔc
অথবা,ɔt̪ʰoba
অথরাইজড,ɔt̪ʰora͡i̯ɟɔd
অথরিটি,ɔt̪ʰoriti
অথরিটিতে,ɔt̪ʰoritit̪e
অথরিটির,ɔt̪ʰoritir
অথিতিরা,ɔt̪ʰit̪ira
অথৈ,ɔt̪ʰo͡i̯
অদক্ষ,ɔd̪okkʰo
অদক্ষতা,ɔd̪okkʰot̪a
অদক্ষতার,ɔd̪okkʰot̪ar
অদম্য,ɔd̪ommo
অদালতে,ɔd̪alt̪e
অদিতা,ɔd̪it̪a
অদিতি,ɔd̪it̪i
অদিত্য,ɔd̪it̪t̪o
অদূর,ɔd̪ur
অদূরদর্শিতা,ɔd̪urod̪orʃit̪a
অদূরদর্শিতার,ɔd̪urod̪orʃit̪ar
অদূরভবিষ্যতেই,ɔd̪urbʱobiʃʃot̪e͡i̯
অদূরে,ɔd̪ure
অদূরেই,ɔd̪ure͡i̯
অদৃশ্য,ɔd̪riʃʃo
অদৃশ্যমান,ɔd̪riʃʃoman
অদ্ভুত,ɔd̪bʱut̪
অদ্ভুতভাবে,ɔd̪bʱut̪obʱabe
অদ্যবধি,ɔd̪d̪obod̪ʱi
অদ্যাবদি,ɔd̪d̪abod̪i
অদ্যাবধি,ɔd̪d̪abod̪ʱi
অধঃপতিত,ɔd̪ʱoppot̪it̪o
অধরচন্দ্র,ɔd̪ʱɔrcond̪ro
অধরা,ɔd̪ʱɔra
অধস্তন,ɔd̪ʱost̪on
অধাঘণ্টা,ɔd̪ʱagʱɔnta
অধিক,od̪ʱik
অধিকতর,od̪ʱikɔt̪ɔr
অধিকর্তাদের,od̪ʱikɔrt̪ad̪er
অধিকাংশ,od̪ʱikaŋʃo
অধিকাংশই,od̪ʱikaŋʃo͡i̯
অধিকাংশতেই,od̪ʱikaŋʃot̪e͡i̯
অধিকাংশের,od̪ʱikaŋʃer
অধিকাংশেরই,od̪ʱikaŋʃeri
অধিকার,od̪ʱikar
অধিকারই,od̪ʱikari
অধিকারকর্মী,od̪ʱikarkɔrmi
অধিকারকর্মীরা,od̪ʱikarkɔrmira
অধিকারগুলো,od̪ʱikargulo
অধিকারভিত্তিক,od̪ʱikarbʱit̪t̪ik
অধিকারসচেতন,od̪ʱikarʃɔcet̪on
অধিকারী,od̪ʱikari
অধিকারের,od̪ʱikarer
অধিকৃত,od̪ʱikrit̪o
অধিক্ষেত্রে,od̪ʱikkʰet̪re
অধিগ্রহণ,od̪ʱigrohon
অধিগ্রহণে,od̪ʱigrohone
অধিগ্রহণের,od̪ʱigrohoner
অধিদতফরের,od̪ʱid̪ɔt̪pʰɔrer
অধিদপ্তর,od̪ʱid̪ɔpt̪or
অধিদফতর,od̪ʱid̪ɔpʰt̪ɔr
অধিদফতরকে,od̪ʱid̪ɔpʰt̪ɔrke
অধিদফতরসহ,od̪ʱid̪ɔpʰt̪ɔrʃɔho
অধিদফতরে,od̪ʱid̪ɔpʰt̪ɔre
অধিদফতরের,od̪ʱid̪ɔpʰt̪ɔrer
অধিদফরের,od̪ʱid̪pʰɔrer
অধিনায়ক,od̪ʱinaʲok
অধিনায়কও,od̪ʱinaʲoko
অধিনায়ককে,od̪ʱinaʲokke
অধিনায়কত্ব,od̪ʱinaʲokɔt̪t̪o
অধিনায়কত্বের,od̪ʱinaʲokɔt̪t̪er
অধিনায়কদের,od̪ʱinaʲokd̪er
অধিনায়কের,od̪ʱinaʲoker
অধিনায়কেরও,od̪ʱinaʲokero
অধিনায়ত্ব,od̪ʱinaʲot̪t̪o
অধিনে,od̪ʱine
অধিবাস,od̪ʱibaʃ
অধিবাসী,od̪ʱibaʃi
অধিবাসীদের,od̪ʱibaʃid̪er
অধিবাসীরা,od̪ʱibaʃira
অধিবেশন,od̪ʱibeʃon
অধিবেশনও,od̪ʱibeʃono
অধিবেশনগুলো,od̪ʱibeʃongulo
অধিবেশনে,od̪ʱibeʃone
অধিবেশনেই,od̪ʱibeʃone͡i̯
অধিবেশনের,od̪ʱibeʃoner
অধিভুক্ত,od̪ʱibʱukt̪o
অধিশাখা,od̪ʱiʃakʰa
অধিশাখার,od̪ʱiʃakʰar
অধিষ্ঠাত্রী,od̪ʱiʃtʰat̪ri
অধিষ্ঠিত,od̪ʱiʃtʰit̪o
অধীন,od̪ʱin
অধীনস্ত,od̪ʱinɔst̪o
অধীনস্থ,od̪ʱinɔst̪ʰo
অধীনস্থদের,od̪ʱinɔst̪ʰod̪er
অধীনে,od̪ʱine
অধীনেই,od̪ʱine͡i̯
অধ্যক্ষ,od̪d̪ʱokkʰo
অধ্যক্ষউপাধ্যক্ষ,od̪d̪ʱokkʰo͡u̯padd̪ʱokkʰo
অধ্যক্ষকে,od̪d̪ʱokke
অধ্যক্ষসহ,od̪d̪ʱokkʰoʃɔho
অধ্যক্ষের,od̪d̪ʱokʰer
অধ্যবসায়,od̪d̪ʱobʃaʲ
অধ্যাদেশকে,od̪d̪ʱad̪eʃke
অধ্যাদেশে,od̪d̪ʱad̪eʃe
অধ্যাপক,od̪d̪ʱapok
অধ্যাপককে,od̪d̪ʱapɔkke
অধ্যাপককেও,od̪d̪ʱapɔkke͡o̯
অধ্যাপকরা,od̪d̪ʱapɔkra
অধ্যাপনায়,od̪d̪ʱapɔnaʲ
অধ্যায়,od̪d̪ʱaʲ
অধ্যায়ে,od̪d̪ʱaʲe
অধ্যায়েও,od̪d̪ʱaʲe͡o̯
অধ্যায়ের,od̪d̪ʱaʲer
অধ্যুষিত,od̪d̪ʱuʃit̪o
অধ্যয়ন,od̪d̪ʱoʲon
অধ্যয়নরত,od̪d̪ʱoʲonorɔt̪o
অন,ɔn
অনগ্রসর,ɔnɔgroʃɔr
অনটনে,ɔntɔne
অনটনের,ɔntoner
অনতি,ɔnot̪i
অনতিবিলম্বে,ɔnot̪ibilɔmbe
অনত্র,ɔnɔt̪ro
অনদিকে,ɔnod̪ike
অনধিক,ɔnod̪ʱik
অননুমোদিত,ɔnonumod̪it̪o
অনন্ত,ɔnɔnt̪o
অনন্তকালের,ɔnɔnt̪okaler
অনন্তপুর,ɔnɔnt̪opur
অনন্য,ɔnonno
অনন্যা,ɔnonna
অনবদ্য,ɔnɔbod̪d̪ʱo
অনবরত,ɔnoborɔt̪o
অনভিজ্ঞ,ɔnobʱiggo
অনভিজ্ঞতার,ɔnobʱiggɔt̪ar
অনভিপ্রেত,ɔnobʱipret̪
অনভ্যস্ত,ɔnobbʱost̪o
অনলাইন,ɔnɔla͡i̯n
অনলাইনগুলো,ɔnɔla͡i̯ngule͡a̯
অনলাইননির্ভর,ɔnɔla͡i̯nnirbʱɔr
অনলাইনভিত্তিক,ɔnɔla͡i̯nbʱit̪t̪ik
অনলাইনে,ɔnɔla͡i̯ne
অনলাইনেই,ɔnɔla͡i̯ne͡i̯
অনলাইনেও,ɔnɔla͡i̯ne͡o̯
অনলাইনের,ɔnɔla͡i̯ner
অনলি,ɔnli
অনশন,ɔnʃon
অনশনরত,ɔnʃonrɔt̪o
অনশনস্থলে,ɔnʃonɔst̪ʰɔle
অনশনে,ɔnʃone
অনস্বীকার্য,ɔnɔʃikarɟo
অনাকাক্ষিত,ɔnakakkʰit̪o
অনাকাক্সিক্ষত,ɔnakaksikkʰot̪o
অনাকাঙ্ক্ষিত,ɔnakaŋkkʰit̪o
অনাগত,ɔnagɔt̪o
অনাগ্রহ,ɔnagroho
অনাচারের,ɔnacarer
অনাথ,ɔnat̪ʰ
অনাদায়ী,ɔnad̪aʲi
অনাদায়ে,ɔnad̪aʲe
অনানুষ্ঠানিক,ɔnanuʃtʰanik
অনানুষ্ঠানিকভাবে,ɔnanuʃtʰanikbʱabe
অনান্য,ɔnanno
অনান্যরা,ɔnannora
অনাপত্তিপত্র,ɔnapot̪t̪ipɔt̪ro
অনাবাদি,ɔnabad̪i
অনাবিল,ɔnabil
অনামিকা,ɔnamika
অনার,ɔnar
অনারব,ɔnarbo
অনারর,ɔnarɔr
অনারারি,ɔnarari
অনার্স,ɔnars
অনার্স-মাস্টার্স,ɔnars-mastars
অনার্স-স্নাতক,ɔnars-snat̪ɔk
অনার্সসহ,ɔnarsʃɔho
অনার্সে,ɔnarse
অনার্সের,ɔnarser
অনাস্থা,ɔnast̪ʰa
অনাহারে-অর্ধহারে,ɔnahare-ɔrd̪ʱohare
অনাহারেও,ɔnahare͡o̯
অনায়াস,ɔnaʲaʃ
অনায়াসে,ɔnaʲaʃe
অনি,oni
অনিক,ɔnik
অনিককে,ɔnikke
অনিকের,ɔniker
অনিচ্ছা,ɔniccʰa
অনিচ্ছায়,ɔniccʰaʲ
অনিচ্ছুক,ɔniccʰuk
অনিতা,ɔnit̪a
অনিদিষ্টকালের,ɔnid̪iʃtokaler
অনিন্দ্যদ্যুতি,ɔnind̪od̪d̪ut̪i
অনিবন্ধিত,ɔnibɔnd̪ʱit̪o
অনিবার্য,ɔnibarɟo
অনিমা,ɔnima
অনিমেষ,ɔnimeʃ
অনিরাপত্তায়,ɔnirapɔt̪t̪aʲ
অনিরাপদ,ɔnirapod̪
অনিরীক্ষিত,ɔnirikkʰit̪o
অনির্দিষ্টকাল,ɔnird̪iʃtokal
অনির্দিষ্টকালের,ɔnird̪iʃtokaler
অনির্ধারিত,ɔnird̪ʱarit̪ɔ
অনিল,ɔnil
অনিশ্চিত,ɔniʃcit̪o
অনিশ্চয়তা,ɔniʃcɔʲt̪a
অনিশ্চয়তাএক,ɔniʃcɔʲt̪a͡æ̯k
অনিশ্চয়তার,ɔniʃcɔʲt̪ar
অনিশ্চয়তায়,ɔniʃcɔʲt̪aʲ
অনিষ্পন্ন,ɔniʃponno
অনিয়ন্ত্রিতভাবে,ɔniʲont̪rit̪obʱabe
অনিয়ম,ɔniʲom
অনিয়ম-দুর্নীতি,ɔniʲom-d̪urnit̪i
অনিয়ম-দুর্নীতির,ɔniʲom-d̪urnit̪ir
অনিয়মই,ɔniʲomi
অনিয়মতান্ত্রিকভাবে,ɔniʲomot̪ant̪rikbʱabe
অনিয়মিত,ɔniʲomit̪o
অনিয়মিতভাবে,ɔniʲomit̪obʱabe
অনিয়মের,ɔniʲomer
অনীক,onik
অনীহা,oniha
অনীহাও,oniha͡o̯
অনীহার,onihar
অনু,onu
অনুকম্পার,onukɔmpar
অনুকরণীয়,onukɔroniʲo
অনুকুলে,onukule
অনুকূল,onukulo
অনুকূলকে,onukuloke
অনুকূলচন্দ,onukulcɔnd̪o
অনুকূলে,onukule
অনুগত,onugɔt̪o
অনুগতরা,onugɔt̪ɔra
অনুঘটক,onugʱɔtok
অনুচ্ছেদ,onuccʰed̪
অনুচ্ছেদে,onuccʰed̪e
অনুচ্ছেদের,onuccʰed̪er
অনুতোষ,onut̪oʃ
অনুত্তীর্ণ,onut̪t̪irno
অনুদান,onud̪an
অনুদানে,onud̪ane
অনুদানের,onud̪aner
অনুধাবন,onud̪ʱabon
অনুধাবনের,onud̪ʱaboner
অনুপ,ɔnup
অনুপযুক্ত,ɔnupɟukt̪o
অনুপযোগী,ɔnupɟogi
অনুপস্থিত,ɔnupost̪ʰit̪
অনুপস্থিতদের,ɔnupost̪ʰit̪d̪er
অনুপস্থিতি,ɔnupost̪ʰit̪i
অনুপস্থিতিতে,ɔnupost̪ʰit̪it̪e
অনুপস্থিতিতেই,ɔnupost̪ʰit̪it̪e͡i̯
অনুপস্থিতির,ɔnupost̪ʰit̪ir
অনুপস্থিতে,ɔnupost̪ʰit̪e
অনুপাত,ɔnupat̪
অনুপাতে,ɔnupat̪e
অনুপাতেই,ɔnupat̪e͡i̯
অনুপ্রবেশ,ɔnuprobeʃ
অনুপ্রবেশকারী,ɔnuprobeʃkari
অনুপ্রবেশের,ɔnuprobeʃer
অনুপ্রাণিত,ɔnupranit̪o
অনুপ্রাণিতকরত,ɔnupranit̪okrɔt̪o
অনুপ্রেরণা,ɔnupperona
অনুপ্রেরণাদায়ক,ɔnupperonad̪aʲok
অনুপ্রেরণাদায়ী,ɔnupperonad̪aʲi
অনুপ্রেরণার,ɔnupperonar
অনুপ্রেরণায়,ɔnuppe͡e̯naʲ
অনুফা,onupʰa
অনুবর্তন,onubɔrt̪on
অনুবর্তী,onubɔrt̪i
অনুবাদ,onubad̪
অনুবাদে,onubad̪e
অনুবিভাগগুলোর,onubibʱaggulor
অনুভব,onubʱɔb
অনুভববেদ্য,onubʱɔbɔbed̪d̪o
অনুভূত,onubʱut̪o
অনুভূতি,onubʱut̪i
অনুভূতিই,onubʱut̪i͡i̯
অনুভূতিটা,onubʱut̪ita
অনুভূতিটাই,onubʱut̪ita͡i̯
অনুভূতিটুকু,onubʱut̪ituku
অনুভূতির,onubʱut̪ir
অনুভূতিহীন,onubʱut̪ihin
অনুমতি,onumot̪i
অনুমতিও,onumot̪i͡o̯
অনুমতিক্রমে,onumot̪ikrome
অনুমতিতে,onumot̪it̪e
অনুমতিতেই,onumot̪it̪e͡i̯
অনুমতিপত্র,onumot̪ipɔt̪ro
অনুমতির,onumot̪ir
অনুমতিসাপেক্ষে,onumot̪iʃapekkʰe
অনুমান,onuman
অনুমানকে,onumanke
অনুমানটি,onumanti
অনুমানে,onumane
অনুমিতভাবেই,onumit̪obʱabe͡i̯
অনুমোদন,onume͡a̯d̪on
অনুমেয়,onumeʲo
অনুমোদ,onumod̪
অনুমোদন,onumod̪on
অনুমোদনআল-আরাফাহ্,onumod̪onal-arapʰa
অনুমোদনও,onumod̪ono
অনুমোদনক্রমে,onumod̪onkrome
অনুমোদনবিহীন,onumod̪onbihin
অনুমোদনহীন,onumod̪onhin
অনুমোদনের,onumod̪oner
অনুমোদিত,onumod̪it̪o
