bangla_token,ipa_token
বাল্যবিয়ের,ballobiʲer
আরমান।,arman।
পুত্র,put̪ro
বিপর্যয়,bipɔrɟoʲ
চাকুরে,cakure
পরিস্থিতি,porist̪ʰit̪i
ওষুধ,oʃud̪ʱ
অন্তত,ɔnt̪ot̪o
২৫-৩০,25-30
অপরদিকে,ɔpɔrd̪ike
আর,ar
হয়েছে,hoʲecʰe
লাভ,labʱ
স্থাপনা,st̪ʰapona
তিনি।,t̪ini।
ইসলামসহ,islamʃɔho
দুইজনকে,d̪u͡i̯ɟɔnke
রাজা।,raɟa।
মতো,mɔt̪o
স্নিগ্ধা,snigd̪ʱa
কর্মকর্তা,kɔrmokɔrt̪a
পূজার,puɟar
কাছাকাছি,kacʰakacʰi
শিক্ষার,ʃikkʰar
দুই,d̪u͡i̯
পাওলো।,pa͡o̯lo।
৯,9
পথে,pɔt̪ʰe
ঘটনা।,gʱɔtona।
স্বামীর,ʃamir
রানী,rani
যান,ɟan
ঠিক,tʰik
বগুড়ার,bɔguɽar
ক্ষতিগ্রস্তরা,kʰot̪igrost̪ɔra
এসএম,eʃem
পড়ল,pɔɽl
চাঁদপুর,cãd̪pur
বিএনপির,bi͡e̯npir
৪ঠা,4tʰa
যার,ɟar
পক্ষে,pɔkkʰe
গুণগত,gungɔt̪o
দিনেও,d̪ine͡o̯
শতাংশ,ʃɔt̪aŋʃo
তিনি,t̪ini
সদর,ʃɔd̪ɔr
এত,æt̪o
তুষার,t̪uʃar
এয়ারলাইন্সযোগে,eʲarla͡i̯nʃoɟoge
মান,man
শাপলা,ʃapla
কোনো,kono
হত্যার,hot̪t̪ar
"বলেন,","bɔlen,"
পাশাপাশি,paʃapaʃi
চক্রবর্তী,cokrobort̪i
কম,kɔm
টাকা,taka
নভেম্বর,nɔbʱembɔr
অর্থাৎ,ɔrt̪ʰat̪
১৩,13
হেলমান্দ,helmand̪o
শিবগঞ্জের,ʃibgɔnɟer
জানিয়েছেন।,ɟaniʲecʰen।
নিখোঁজ,nikʰe͡ã̯ɟ
অমানবিক,ɔmanobik
সাগর।,ʃagor।
ইমরান।,imran।
আখতার,akʰt̪ar
উপজেলা।,upoɟela।
বৈঠকে,bo͡i̯tʰoke
উদ্দিন,ud̪d̪in
জন,ɟɔn
৫২টি,52ti
মনে,mone
তবে,t̪ɔbe
গরু,goru
আবুধাবির,abud̪ʱabir
জোগাড়,ɟogaɽ
রাষ্ট্র’,raʃtro’
উন্নয়নের,unnɔʲoner
তা,t̪a
রাজনীতি,raɟnit̪i
পাসের,paʃer
মুক্তি,mukt̪i
"করছি,","korcʰi,"
পদক্ষেপ,pɔd̪okkʰep
যৌক্তিকতা,ɟo͡u̯kt̪ikɔt̪a
ছাড়াও,cʰaɽa͡o̯
পরোয়ানা,pɔroʷana
সরকারি,ʃɔrkari
হার,har
৯৭,97
চায়,caʲ
ময়দানহাটা,mɔʲd̪anhata
আরাফাতের,arapʰat̪er
নেই।,ne͡i̯।
গুঞ্জনের,gunɟɔner
ওইসব,o͡i̯ʃɔb
পাবে,pabe
সম্ভব,ʃɔmbʱɔb
তারা,t̪ara
ক্ষেত্রে,kʰet̪re
জারি,ɟari
না।,na।
ফেরার,pʰerar
আক্রমণের,akromoner
হন।,hɔn।
ঝাটিবুনিয়া,ɟʱatibuniʲa
প্রকাশের,prokaʃer
ভাত,bʱat̪
১৯,19
উদ্দেশে,ud̪d̪eʃe
বায়ুমণ্ডলে,baʲumɔndole
নয়।,nɔʲ।
সাইফুল,sa͡i̯pʰul
ব্যবসায়ীর,bæbʃaʲir
স্থাপন,st̪ʰapon
সুনামগঞ্জের,ʃunamɔgɔnɟer
দশমিক,d̪ɔʃmik
১০,10
দর্শকরা,d̪ɔrʃokɔra
প্রয়োজনের,proʲoɟoner
একর,ækor
আবাসনে,abaʃne
করেন।,kɔren।
দেবেন।,d̪eben।
উদ্বেগ,ud̪beg
কুহেলি।,kuheli।
মখুরজান,mokʰurɟan
দু-দু’বার,d̪u-d̪u’bar
শিক্ষকরা,ʃikkʰɔkra
এখন,ækʰon
ত্যাগ,t̪æg
পলাতক,pɔlat̪ok
অবশ্য,ɔboʃʃo
করছেন,korcʰen
খোঁজ,kʰe͡ã̯ɟ
জমি,ɟomi
প্রশ্নে,proʃne
হিসেবে,hiʃebe
নামকরা,namkra
শতাংশ।,ʃɔt̪aŋʃo।
যাদের,ɟad̪er
(চাল),(cal)
তুলনায়,t̪ulnaʲ
ধর্মপাশা,d̪ʱɔrmopaʃa
ঘটনাটি,gʱɔtonati
মোকাবিলা,mokabila
সহযোগীর,ʃɔhoɟogir
ডাটা,data
অনেক,ɔnek
ভিপি,bʱipi
ক্ষমতায়,kʰɔmot̪aʲ
এছাড়াও,ecʰaɽa͡o̯
পাওয়া,pa͡o̯ʷa
গ্রামে,grame
লাল,lal
যথেষ্ট,ɟɔt̪ʰeʃto
ব্যবস্থা,bæbost̪ʰa
"নয়,","nɔʲ,"
শিক্ষক,ʃikkʰɔk
ঢুকে,dʱuke
বিজ্ঞাপনেও,biggapone͡o̯
ট্যানারি,tænari
ম্যাচে,mæce
আজও,aɟo
নিয়ন্ত্রণে,niʲont̪rone
কৌশলকে,ko͡u̯ʃolke
পরিবেশ,poribeʃ
ইসলাম,islam
(১০),(10)
চট্টোপাধ্যায়,cɔttopad̪d̪ʱaʲ
দফতর,d̪ɔpʰt̪ɔr
নেপাল,nepal
প্রতিভাবান,prot̪ibʱaban
ঘটে।,gʱɔte।
কাজ,kaɟ
"ঘটেছে,","gʱotecʰe,"
আনে।,ane।
বলা,bɔla
"খাচ্ছি,","kʰaccʰi,"
স্কোয়াডের,skoʷader
যাচ্ছেন,ɟaccʰen
জামিন,ɟamin
এসডিআরএফ,eʃdi͡a̯rɔ͡e̯pʰ
বারডেম,bardem
স্থানান্তর,st̪ʰanant̪ɔr
হ্যাডিন,hædin
২৯,29
বাল্মগোপাল,balmogopal
হয়েছেন,hoʲecʰen
দিলে,d̪ile
৮,8
‘নারীর,‘narir
রাখে,rakʰe
হোসেন,hosen
সিদ্ধান্ত,ʃid̪d̪ʱant̪o
বল,bɔl
জানা,ɟana
তোয়াক্কা,t̪oʷakka
বাইরে,ba͡i̯re
বিদ্যুৎস্পৃষ্ট,bid̪d̪ut̪ʃpriʃto
ইন্সটিটিউশন।,inʃotiti͡u̯ʃɔn।
হলেও,hole͡o̯
নেই,ne͡i̯
পাটগ্রাম,patgram
জাহাঙ্গীর,ɟahaŋgir
খাচ্ছি।,kʰaccʰi।
আকমল,akmɔl
সারাদিনে,ʃarad̪ine
ধরণীবাড়ী,d̪ʱɔronibaɽi
খেলে,kʰele
পরবর্তী,pɔrobort̪i
মহারাজ,mɔharaɟ
ফিরছিলেন।,pʰircʰilen।
আইটিবিপির,a͡i̯tibipir
বিশেষ,biʃeʃ
কার্যকর,karɟokɔr
থেকেই,t̪ʰeke͡i̯
নিয়েছেন,niʲecʰen
সোহান।,ʃohan।
চারটি,carti
"শাড়ি,","ʃaɽi,"
মৌখিক,mo͡u̯kʰik
শুক্রবার,ʃukrobar
‘নেপাল,‘nepal
শুরু,ʃuru
কোষাধ্যক্ষ,koʃad̪d̪ʱokkʰo
রেখেছিলেন,rekʰecʰilen
ইউনিয়নে,i͡u̯niʲone
সূত্রের,ʃut̪rer
বাস্তবতার,bast̪ɔbɔt̪ar
রাশিয়া,raʃiʲa
সকল,ʃɔkol
তালার,t̪alar
কর্মীদের।,kɔrmid̪er।
তিনটি,t̪inti
জয়ের,ɟɔʲer
প্রতিদিন,prot̪id̪in
প্রদেশের,prod̪eʃer
তলার,t̪ɔlar
মূল্যায়ন,mullaʲon
কন্তে।,kɔnt̪e।
ছবিগুলোর,cʰobigulor
সচিবকে।,ʃocibke।
পশ্চিমা,poʃcima
অবস্থিত,ɔbost̪ʰit̪
ফোন,pʰon
অবনী,ɔboni
দিনাজপুর,d̪inaɟpur
বরাতে।,bɔrat̪e।
আইন,a͡i̯n
খেসরা,kʰesra
চিহ্নিত,cinhit̪o
বিষয়টি,biʃɔʲti
ছক্কার,cʰɔkkar
ইউরোপের,i͡u̯roper
নানা,nana
বোলারের,bolarer
প্রস্তুতি,prost̪ut̪i
পরীক্ষা,porikkʰa
মারে,mare
তাজিকিস্তানকে,t̪aɟikist̪anke
৫২,52
আওয়ামী,a͡o̯ʷami
প্রণয়নে,pronoʲone
বেসরকারি,beʃorkari
প্রবন্ধ,probond̪ʱo
ইকবাল,ikbal
করছেন।,korcʰen।
ছাদে,cʰad̪e
পরোয়ানার,pɔroʷanar
প্রকার,prokar
শংকর,ʃɔŋkɔr
রান।,ran।
গবেষকরা।,gɔbeʃokɔra।
"রাখবেন-পান-সুপারি,","rakʰben-pan-ʃupari,"
এসেছে।,eʃecʰe।
সবার,ʃɔbar
লীগের,liger
জিমন্যাসিয়াম,ɟimonnaʃiʲam
তুলে,t̪ule
কিনা,kina
এনজিও,enɟi͡o̯
জোর,ɟor
সম্রাট।,ʃɔmrat।
মনোনয়ন,mononɔʲon
সংলগ্ন,ʃɔŋlɔgno
উচিত।,ucit̪।
কেডিএবি,kedi͡e̯bi
হত্যাকাণ্ডের,hot̪t̪akander
‘প্রাতিষ্ঠানিক,‘prat̪iʃtʰanik
চেয়েছিলেন,ceʲecʰilen
বাস্কেটবল,basketbɔl
পরিচালিত,poricalit̪o
মজিবরের,moɟibɔrer
মাঠে,matʰe
দায়িত্বের,d̪aʲit̪t̪er
কনান,konan
ছোট,cʰoto
মুরশিদা,murʃid̪a
ভাই,bʱa͡i̯
বাইরেও,ba͡i̯re͡o̯
সংবর্ধনা,ʃɔŋd̪ɔrd̪ʱona
মাধ্যমিক,mad̪d̪ʱomik
পারভিন,parbʱin
মিজানুর,miɟanur
সভায়,ʃɔbʱaʲ
পাপড়ি।,papɽi।
উৎসবটিতে,ut̪ʃɔbtit̪e
প্রধান,prod̪ʱan
বিদ্যালয়ে।,bid̪d̪alɔʲe।
আমার,amar
রাজশাহী,raɟʃahi
অতিথি,ot̪it̪i
প্রাণের,praner
মেডিকেল,medikel
ছিলেন,cʰilen
রেস্টুরেন্টে,resturente
কলেজ,kɔleɟ
রাজধানী,raɟd̪ʱani
তাগিদটা,t̪agid̪ta
সংসদের,ʃɔŋʃɔd̪er
বেশি।,beʃi।
মৃত্যুর,mrit̪t̪ur
করেছে।,korecʰe।
হুইপ,hu͡i̯p
লড়ছেন।,loɽcʰen।
ইকবালুর,ikbalur
আমাদের,amad̪er
রহিম,rohim
এমপি।,empi।
দেশেও,d̪eʃe͡o̯
দীর্ঘকাল,d̪irgʱokal
প্রশিক্ষণ,proʃikkʰon
দিতে,d̪it̪e
মীমাংসিত,mimaŋʃit̪
ছিল।,cʰilo।
কপি,kopi
উঠার,utʰar
বসে,boʃe
বর্তমানে,bɔrt̪omane
বিশাল,biʃal
শিশু-কিশোরদের,ʃiʃu-kiʃord̪er
সন্ধানে,ʃond̪ʱane
কি,ki
গাফফার।,gapʰpʰar।
আসে।,aʃe।
খুশি,kʰuʃi
ওরা,ora
অনুপ্রাণিত,ɔnupranit̪o
লাশের,laʃer
দায়িত্বশীল,d̪aʲit̪t̪oʃil
সিলেট,silet
একশ’,ækʃo’
পুরোমাত্রায়,puromat̪raʲ
মাহমুদউল্লাহকে,mahmud̪ullahoke
লস্কর,lɔskɔr
এখনো,ækʰono
শেষ,ʃeʃ
খাদ্য,kʰad̪d̪o
দরজা,d̪ɔrɟa
সহিংসতা,ʃɔhiŋʃɔt̪a
২০টি,20ti
মূল্যাবোধেরও,mullabod̪ʱero
ঘোষণা,gʱoʃona
ফুলবাড়ী,pʰulbaɽi
দলে,d̪ɔle
হাজীরা।,haɟira।
গাহ,gah
মর্গে,mɔrge
রাসেল,raʃel
দেশটির,d̪eʃtir
বন্ধ,bond̪ʱo
জানতে,ɟant̪e
আলীর,alir
তরুণ,t̪orun
ব্যবধানে,bæbod̪ʱane
ইয়াসিরের,iʲasirer
পাঠদান,patʰd̪an
বেড়শিমুল,beɽʃimul
পর্ষদ,pɔrʃɔd̪
রঙ-বেরঙের,rɔŋ-berɔŋer
পেঁছেনি।,pẽcʰeni।
খাওয়া-দাওয়া,kʰa͡o̯ʷa-d̪a͡o̯ʷa
নামে,name
দিনের,d̪iner
উদ্ভাবনী,ud̪bʱaboni
বৃষ্টি,briʃti
বলেন,bɔlen
(৫৭),(57)
চুল,cul
মাদকদ্রব্য,mad̪okɔd̪robbo
ময়নাতদন্ত,mɔʲnat̪d̪ont̪o
মণ্ডপকে,mɔndopke
রোধকল্পে,rod̪ʱkɔlpe
আগের,ager
নিয়ন্ত্রক,niʲont̪rok
সবচেয়ে,ʃɔbceʲe
করি।,kori।
দর্শকও,d̪ɔrʃoko
তালেবানের,t̪alebaner
করব,korbo
হারানো,harano
হিরো,hiro
মাহ্ফিলে,mahopʰile
শেষে,ʃeʃe
বিচারপতির,bicarpot̪ir
চেয়ে,ceʲe
ড্রেসিংরুমে,dresiŋrume
বরিশালের,boriʃaler
দেড়শ’,d̪eɽʃo’
দুপুরে,d̪upure
উদ্যোগ’,ud̪d̪og’
ফাতেমা,pʰat̪ema
আহতদের,aht̪ɔd̪er
রুল,rul
অত্যাধিক,ot̪t̪ad̪ʱik
নিজের,niɟer
হন,hɔn
করিম,korim
রক্তে,rɔkt̪e
জনপ্রিয়,ɟɔnopriʲo
বাকেরগঞ্জ,bakergɔnɟ
পাঞ্জাবীতে,panɟabit̪e
নিয়ন্ত্রণ,niʲont̪ron
’৭১-র,’71-ro
জঙ্গি,ɟɔŋgi
বাবা,baba
অসম্ভব।,ɔʃɔmbʱɔb।
জানিয়েছেন,ɟaniʲecʰen
সংশ্লিষ্টরা,ʃɔŋsliʃtora
পাকিস্তানের,pakist̪aner
মধ্য,mod̪d̪ʱo
এবারের,ebarer
ডেঙ্গুর,deŋgur
আগে।,age।
বন,bɔno
ডা.,da.
চুক্তিতে,cukt̪it̪e
আনা,ana
বসিয়ে,boʃiʲe
পুলিশের,puliʃer
খেলায়ও,kʰelaʲo
ক্রিকেটে,krikete
ছিল,cʰilo
আত্মঘাতী,at̪t̪ogʱat̪i
এবার,ebar
দলীয়,d̪oliʲo
পেরেরা,perera
শীর্ষক,ʃirʃɔk
সুলতানা,sult̪ana
সূত্র,ʃut̪ro
বাপ্পী,bappi
জন্যই,ɟonno͡i̯
কামাই,kama͡i̯
সোহেল,ʃe͡a̯hel
পাশে,paʃe
চিৎকারে,cit̪kare
আবার,abar
নির্বাচন,nirbacɔn
উত্তেজনা,ut̪t̪eɟɔna
দোয়া,d̪oʷa
আধুনিক,ad̪ʱunik
সে,ʃe
টিএসসিসহ,ti͡e̯sʃiʃɔho
১২৭৮নং,1278nɔŋ
কর্মশালার,kɔrmoʃalar
অলিম্পিকের,olimpiker
শুভঙ্কর,ʃubʱɔŋkɔr
এসএসসি,eʃo͡e̯ssi
"জানায়,","ɟanaʲ,"
"সম্মেলন,","ʃɔmmkɔlon,"
ফুটবল,pʰutbɔl
প্রকাশে,prokaʃe
বেড়ে,beɽe
গুলি,guli
বিশ্ববিদ্যালয়,biʃʃobid̪d̪alɔʲ
স্বপ্ন,ʃɔpno
মাংসে,maŋʃe
আসরে,aʃre
শাহরিয়ার,ʃahoriʲar
ডিলাররা,dilarra
ওয়েইবোকে।,oʲe͡i̯boke।
চীনের,ciner
সম্পৃক্ত,ʃɔmprikt̪o
উভয়,ubʱɔʲ
বাড়িঘর।,baɽigʱɔr।
মানুষকে,manuʃke
অনুষ্ঠান,onuʃtʰan
ধানক্ষেতের,d̪ʱankʰet̪er
পরীক্ষার,porikkʰar
উদ্বোধন,ud̪bod̪ʱon
কার্যক্রম,karɟokrom
অংশ,ɔŋʃo
সংশ্লিষ্ট,ʃɔŋsliʃto
?শুরু,?ʃuru
থাকেন।,t̪ʰaken।
সভাপতিত্ব,ʃɔbʱapot̪it̪t̪o
মুক্তিযোদ্ধা,mukt̪iɟod̪d̪ʱa
তাছাড়া,t̪acʰaɽa
খবর,kʰɔbor
শিশুদের,ʃiʃud̪er
কসবা,kosba
সব,ʃɔb
সম্পর্কের,ʃɔmporker
হয়েছি।,hoʲecʰi।
অনিচ্ছুক,ɔniccʰuk
সুযোগ-সুবিধা।,ʃuɟog-ʃubid̪ʱa।
ফেডারেশনে,pʰedareʃone
ফ্র্যাঞ্চাইজিভিত্তিক,pʰranca͡i̯ɟibʱit̪t̪ik
জুড়ি,ɟuɽi
২০,20
নেয়া,neʲa
বয়সী,bɔʲoʃi
স্মরণ,ʃɔrɔn
সরাসরি,ʃɔraʃori
ক্লিনিকে,klinike
পরিষদের,poriʃd̪er
গড়া’,gɔɽa’
ফলাফলে,pʰɔlapʰle
প্রক্টরকে,proktɔrke
পরাজয়ের,pɔraɟɔʲer
ট্রাইব্যুনালে,tra͡i̯bunale
করবে,korbe
দেশে,d̪eʃe
যদিও,ɟod̪i͡o̯
এবারও,ebaro
ফ্রেমে,pʰreme
বার্মিজ,barmiɟ
ফিল্ম,pʰilt̪o
বহরের,bɔhorer
সভার,ʃɔbʱar
কেন্দ্রীয়,kend̪riʲo
একাধিক,ækad̪ʱik
বেলা,bela
হামজাপুর,hamɟapur
(বাফুফে),(bapʰupʰe)
জীবনের,ɟibɔner
ক্রিকেট,kriket
কমিশন।,kɔmiʃon।
কয়েকটি,kɔʲekti
অভিনয়ও,obʱinɔʲo
গাড়িও,gaɽi͡o̯
সাহাও,ʃaha͡o̯
আয়োজন,aʲoɟon
২৮,28
মফস্বলের,mɔpʰoʃʃoler
মহিলা,mohila
লীগ,lig
সেরা,ʃera
প্রকৌশলী,proko͡u̯ʃoli
কোথায়,kot̪ʰaʲ
এলাকার,elakar
বঙ্গবন্ধু,bɔŋgobond̪ʱu
রোহিঙ্গা,rohiŋga
পেসারের,pesarer
করব।,korbo।
দীর্ঘমেয়াদে,d̪irgʱomeʲad̪e
মৃত,mrit̪o
"উল্লেখ্য,","ullekkʰo,"
অনেকেই,ɔneke͡i̯
এসেছিল,eʃecʰilo
কর্মকর্তার,kɔrmokɔrt̪ar
বিষ,biʃ
সভাপতি,ʃɔbʱapot̪i
আসবাবপত্র,aʃbabpot̪ro
টুর্নামেন্ট,turnament
শামসুল,ʃamsul
আগস্ট,agosto
আইপিএলের,a͡i̯pi͡e̯ler
আশীর্বাদ,aʃirbad̪
খুব,kʰub
মসলেম,mɔʃolem
শিক্ষার্থীরা,ʃikkʰart̪ʰira
পাঠদানের,patʰd̪aner
ভালো।,bʱalo।
গোল্ডকাপে,goldokape
সদরের,ʃɔd̪ɔrer
বর্ণিল,bɔrnil
কম্পিউটারের,kɔmpi͡u̯tarer
ডোবা,doba
নবম,nɔbom
আলমের,alomer
আফরোজা,apʰroɟa
চন্দ্রা,cɔnd̪ra
ভাংচুর,bʱaŋcur
এখানেই,ekʰane͡i̯
বোমা,boma
রাখতে,rakʰt̪e
অধিদফতর,od̪ʱid̪ɔpʰt̪ɔr
পারছেন,parcʰen
আইনজীবীরা।,a͡i̯noɟibira।
নেতৃত্বাধীন,net̪rit̪t̪ad̪ʱin
দুটি,d̪uti
প্রয়োগে,proʲoge
ব্রাক্ষণপাড়ার,brakkʰonpaɽar
ব্যাংকের,bæŋker
কমিটির,kɔmitir
আসর,aʃor
প্রেরণা।,prerona।
"দাবি,","d̪abi,"
আলোচনা,alocɔna
আগ্রহী,agrohi
ওঠে,otʰe
পিছিয়ে,picʰiʲe
চান,can
ফোনেও,pʰone͡o̯
মাইনুদ্দিন,ma͡i̯nud̪d̪in
কাছাকাছি।,kacʰakacʰi।
আবদুল্লাহ,abd̪ullah
গোলখরা,golkʰɔra
তবুও,t̪obu͡o̯
উদ্দীনের,ud̪d̪iner
আব্বাস।,abbaʃ।
হস্তান্তর,hɔst̪ant̪ɔr
নুরুজ্জামিন,nuruɟɟamin
চললেও,colle͡o̯
নজর,noɟor
বসেছে।,boʃecʰe।
লাশ।,laʃ।
বব,bɔbo
বিষয়ক,biʃɔʲok
বাসভবনগুলো,baʃbʱbɔngulo
পার্থক্য,part̪ʰokko
ডিলারের,dilarer
ত্রিমোড়ের,t̪rimoɽer
আসা,aʃa
