word,ipa
কলকাতার,kolkat̪ar
হাসপাতালে,haʃpat̪ale
ভর্তি,bʱɔrt̪i
আদালত,ad̪alɔt̪o
মামলাটি,mamlati
আমলে,amole
সিরাজগঞ্জ,ʃiraɟgɔnɟ
সদর,ʃɔd̪ɔr
ওসিকে,oʃike
তদন্তপূর্বক,t̪ɔd̪ont̪opurbok
প্রতিবেদন,prot̪ibed̪ɔn
দাখিলের,d̪akʰiler
নির্দেশ,nird̪eʃ
দিয়েছেন,d̪iʲecʰen
শিল্পীরা,ʃilpira
ব্যস্ত,bæst̪o
সমস্ত,ʃɔmost̪o
উঠেছেন,utʰecʰen
আচঁড়,ac̃ɽ
প্রতিমার,prot̪imar
সৌন্দর্যবর্ধনের,ʃo͡u̯nd̪orɟobɔrd̪ʱoner
করতে,kort̪e
এভাবে,ebʱabe
আটকানো,atkano
অগণতান্ত্রিক,ɔgɔnot̪ant̪rik
বলেও,bole͡o̯
মন্তব্য,mɔnt̪obbo
যাতে,ɟat̪e
আত্মীয়স্বজন,at̪t̪iʲoʃɔɟɔn
গরিব,gorib
হক,hɔk
চিনি,cini
এলাচ,elac
নারকেল,narkel
কুচি,kuci
দিন,d̪in
চীনের,ciner
দূত,d̪ut̪
২০,20
মার্চ,marco
ঢাকায়,dʱakaʲ
আসবেন,aʃben
নির্ধারিত,nird̪ʱarit̪ɔ
প্রশাসনের,proʃaʃoner
বেদখল,bed̪kʰɔl
জমিগুলো,ɟomigulo
উদ্ধারের,ud̪d̪ʱarer
কার্যকরী,karɟokri
উদ্যোগও,ud̪d̪ogo
নেয়া,neʲa
আদিত্যনাথকে,ad̪it̪t̪onat̪ʰoke
গুণ্ডা,gunda
আখ্যায়িত,akkʰaʲit̪o
তাহলে,t̪ahole
সপ্তাহে,ʃɔpt̪ahe
দাঁড়ায়,d̪ãɽaʲ
যথাক্রমে,ɟɔt̪ʰakrome
১০,10
ডলার,dɔlar
আড়াই,aɽa͡i̯
ডলার,dɔlar
২০০০,2000
সালে,sale
প্রশিক্ষক,proʃikkʰɔk
মুক্তিযোদ্ধা,mukt̪iɟod̪d̪ʱa
খন্দকার,kʰɔnd̪okar
মোশরফ,moʃorɔpʰ
নিজে,niɟe
এসে,eʃe
তালিকায়,t̪alikaʲ
অন্তর্ভুক্তির,ɔnt̪orbʱukt̪ir
ফরম,pʰɔrom
পূরণ,puron
যান,ɟan
তাছাড়া,t̪acʰaɽa
এটি,eti
অবমূল্যায়নের,ɔbomullaʲoner
শামিল,ʃamil
একইরকম,ækirɔkom
একই,æko͡i̯
জায়গায়,ɟaʲgaʲ
দুজনই,d̪uɟɔni
তালুবন্দি,t̪alubɔnd̪i
পরবর্তীতে,pɔrobort̪it̪e
হুমায়ূনপত্নী,humaʲunpot̪ni
মেহের,meher
আফরোজ,apʰroɟ
শাওনের,ʃa͡o̯ner
দৃষ্টিগোচর,d̪riʃtigocɔr
দাবি,d̪abi
কপিরাইট,kɔpira͡i̯t
ছাড়াই,cʰaɽa͡i̯
ছবিটি,cʰobiti
নির্মিত,nirmit̪o
বিকালে,bikale
দায়রা,d̪aʲra
জজ,ɟɔɟ
জাফরুল,ɟapʰrul
রায়,raʲ
তাকেই,t̪ake͡i̯
দিয়েছিলেন,d̪iʲecʰilen
ওভারের,obʱarer
গুরুদায়িত্ব,gurud̪aʲit̪t̪o
ইতিমধ্যে,it̪imotd̪ʱe
৫০,50
চারা,cara
লাগানো,lagano
এখানে,ekʰane
বিরোধী,birod̪ʱi
১০নং,10nɔŋ
ওয়ার্ডে,oʷarde
গণসংযোগ,gɔnoʃɔŋɟog
বিএনপির,bi͡e̯npir
শামসুজ্জামান,ʃamsuɟɟaman
দুদু,d̪ud̪u
যুগ্ম,ɟugmo
মহাসচিব,mɔhaʃocib
ব্যারিস্টার,bæristar
মাহাবুব,mahabub
উদ্দিন,ud̪d̪in
খোকন,kʰokon
২৫,25
মে,me
পরবর্তী,pɔrobort̪i
শুনানির,ʃunanir
দিন,d̪in
ধার্য,d̪ʱarɟo
বিবাদী,bibad̪i
রফিউর,ropʰi͡u̯r
রাব্বিকে,rabbike
হাজির,haɟir
সমন,ʃɔmon
কৃষিপণ্য,kriʃiponno
রফতানি,rɔpʰt̪ani
বছরই,bɔcʰori
বাড়ছে,baɽcʰe
ঠিক,tʰik
থাকলে,t̪ʰakle
এপ্রিল,æpril
যাবেন,ɟaben
মোস্তাফিজ,most̪apʰiɟ
হোমনা,homna
কার্যালয়,karɟalɔʲ
উদ্বোধন,ud̪bod̪ʱon
আয়োজিত,aʲoɟit̪o
কথা,kɔt̪ʰa
বলেন,bɔlen
প্রশাসন,proʃaʃon
দোয়া,d̪oʷa
অনুষ্ঠানে,onuʃtʰane
মোনাজাতে,monaɟat̪e
গোপালপুর,gopalpur
কামিল,kamil
মাদ্রাসার,mad̪raʃar
অধ্যক্ষ,od̪d̪ʱokkʰo
ফায়জুল,pʰaʲɟul
আমীন,amin
সরকার,ʃɔrkar
দ্বিতীয়,d̪it̪iʲo
অবস্থানে,ɔbost̪ʰane
মিসরের,miʃɔrer
রাজধানী,raɟd̪ʱani
কায়রো,kaʲro
,
পল,pɔl
নভেম্বরে,nɔbʱembɔre
সাফ,sapʰ
অ-১৫,ɔ-15
মেয়েদের,meʲed̪er
চ্যাম্পিয়নশিপ,cæmpiʲonʃip
নিয়েও,niʲe͡o̯
আশাবাদী,aʃabad̪i
এএফসি,e͡e̯pʰsi
অ-১৪,ɔ-14
আঞ্চলিক,ancolik
পর্যায়ে,porɟaʲe
দুবার,d̪ubar
বাংলাদেশ,baŋlad̪eʃ
যেখানে,ɟekʰane
ইরানের,iraner
আমেরিকার,amerikar
শত্রুভাবাপন্ন,ʃot̪rubʱabapɔnno
মনোভাবের,monobʱaber
হয়,hɔʲ
হামাস-কেও,hamaʃ-ke͡o̯
ফিলিস্তিনি,pʰilist̪ini
জনতার,ɟɔnot̪ar
বৈধ,bo͡i̯d̪ʱo
প্রতিনিধি,prot̪inid̪ʱi
বর্ণনা,bɔrnona
হয়,hɔʲ
বর্তমান,bɔrt̪oman
পায়রা,paʲra
সমুদ্র,ʃomud̪ro
নির্মাণের,nirmaner
অগ্রাধিকার,ɔgrad̪ʱikar
দিচ্ছে,d̪iccʰe
ধরেন,d̪ʱɔren
হতাহতদের,hɔt̪ahot̪ɔd̪er
দিনমজুর,d̪inmoɟur
বরিশালের,boriʃaler
বানারীপাড়ায়,banaripaɽaʲ
ধর্ষণ,d̪ʱɔrʃɔn
চেষ্টার,ceʃtar
একদিন,ækd̪in
বখাটের,bɔkʰater
নারী,nari
ভিকটিম,bʱiktim
আকবরের,akborer
সেটা,ʃeta
করবে,korbe
তৌহিদের,t̪o͡u̯hid̪er
আচরণ,acrɔn
বড়ই,bɔɽo͡i̯
অমানবিক,ɔmanobik
ঠেকেছে,tʰekecʰe
ঘটনাস্থলেই,gʱɔtonast̪ʰɔle͡i̯
মারা,mara
শুক্রবার,ʃukrobar
বেলা,bela
১২টার,12tar
দিকে,d̪ike
লোহাগাড়া,lohagaɽa
উপজেলার,upoɟelar
চুনতির,cunot̪ir
খানদীঘিরপাড়,kʰand̪igʱirpaɽ
এলাকায়,elakaʲ
ঘটনা,gʱɔtona
ঘটে,gʱɔte
ফোনের,pʰoner
গৌতমের,go͡u̯t̪ɔmer
গণেশ,gɔneʃ
সরকারের,ʃɔrkarer
মুক্তিপণ,mukt̪ipon
৯টা,9ta
পর্যন্ত,porɟont̪o
কাউকে,ka͡u̯ke
আটক,atok
করেনি,kɔreni
পুলিশ,puliʃ
ভাড়াটিয়াদের,bʱaɽatiʲad̪er
১,1
ঘণ্টা,gʱɔnta
প্রাসাদটির,praʃad̪otir
ভেতরে,bʱet̪ore
শক্তির,ʃɔkt̪ir
অস্তিত্ব,ɔst̪it̪t̪o
অনুভব,onubʱɔb
নাগেশ্বরী,nagesʃori
ফায়ার,pʰaʲar
সার্ভিসের,ʃarbʱiser
ইউনিট,i͡u̯nit
প্রায়,praʲ
চেষ্টা,ceʃta
চালিয়ে,caliʲe
আগুন,agun
নিয়ন্ত্রণে,niʲont̪rone
আনলেও,anle͡o̯
ততক্ষণে,t̪ɔt̪ɔkkʰone
মালামাল,malamal
পুড়ে,puɽe
উপমহাদেশের,upomɔhad̪eʃer
বর্তমান-সাবেক,bɔrt̪oman-ʃabek
মিলিয়ে,miliʲe
রানও,rano
নেই,ne͡i̯
কারও,karo
একজনের,ækɟoner
জানা,ɟana
যায়নি,ɟaʲni
ঈদ,id̪
রেখে,rekʰe
যাত্রীদের,ɟat̪rid̪er
যাতায়াত,ɟat̪aʲat̪
স্বাভাবিক,ʃabʱabik
কবলিত,kobolit̪o
গাড়ির,gaɽir
পুলিশের,puliʃer
পিকআপ,pikap
ভ্যান,bʱæn
এ্যাম্বুলেন্স,t̪æmbulens
গাড়ি,gaɽi
বাস,bas
ট্রাক,trak
হিসেবে,hiʃebe
ডিআইজি,di͡a̯͡i̯ɟi
সংস্থাপন,ʃɔŋɔst̪ʰapon
হাবিবুর,habibur
বিপিএম,bipi͡e̯m
বার,bar
পিপিএম,pipi͡e̯m
পাচারের,pacarer
নিরাপদ,nirapod̪
রুট,rut
ব্যবহৃত,bæbohrit̪o
চট্টগ্রাম-কক্সবাজার,cɔttogram-kɔksbaɟar
মহাসড়ক,mɔhaʃɔɽok
চার্জের,carɟer
এগুলো,egulo
খোলা,kʰola
ফোনে,pʰone
চার্জে,carɟe
লাগে,lage
এমন,æmon
বিষয়,biʃɔʲ
নিয়েই,niʲe͡i̯
আলোর,alor
গল্প,gɔlpo
মাসুদ,maʃud̪
আসমা,aʃma
সম্পর্কে,ʃɔmporke
খালু-ভাগ্নি,kʰalu-bʱagni
অন্যদের,ɔnnod̪er
রাখেন,rakʰen
অতিন,ot̪in
কুমার,kumar
কুণ্ডু,kundu
রুহুল,ruhul
আমিন,amin
সেলিম,selim
শাহ,ʃah
নূর,nur
মোহাম্মদ,mohammɔd̪
শাকিল,ʃakilo
অপূর্ব,ɔpurbo
কুক,kuk
১০৫,105
রানে,rane
থেমে,t̪ʰeme
গেলেও,gele͡o̯
অপরাজিত,ɔpɔraɟit̪o
১৪১,141
রানে,rane
টেস্টে,teste
করছি,korcʰi
সচেতনভাবে,ʃɔcet̪ɔnbʱabe
জ্বালানি,ɟalani
ব্যবহার,bæbohar
করলে,korle
এখান,ekʰan
৩১,31
ভাগ,bʱag
সাশ্রয়,ʃasrɔʲ
সম্ভব,ʃɔmbʱɔb
ধারাবাহিকতা,d̪ʱarabahikɔt̪a
বজায়,bɔɟaʲ
চলতি,cɔlot̪i
পিক্সেল,piksel
যাচ্ছে,ɟaccʰe
গুগল,gugɔl
মার্চে,marce
সংস্থাটি,ʃɔŋɔst̪ʰati
শাহরুখকে,ʃahrukke
অভিযোগে,obʱiɟoge
শোকজ,ʃokoɟ
করেছিল,korecʰilo
কাঁচা,kãca
আটার,atar
রুটি,ruti
সিদ্ধ,ʃid̪d̪ʱo
চালের,caler
সিঙারা,ʃiŋara
লুচি,luci
রুটি,ruti
২নং,2nɔŋ
ঘাটে,gʱate
গিয়ে,giʲe
গজারি,gɔɟari
কাঠের,katʰer
পাইলিং,pa͡i̯liŋ
জিও,ɟi͡o̯
ব্যাগ,bæg
ঘাটটি,gʱatti
রক্ষার,rokkʰar
চলছে,colcʰe
মাস,maʃ
তিনেক,t̪inek
লাগবে,lagbe
তারকা,t̪arka
শিল্পী,ʃilpi
আজকে,aɟke
সংকট,ʃɔŋkɔt
সৃষ্টি,sriʃti
ডিজাইনে,diɟa͡i̯ne
প্রিন্ট,print
স্ট্রেইপ,stre͡i̯p
আনজিপ,anɟip
৭,7
জিপ,ɟip
সফটওয়্যাটি,ʃɔpʰɔtole͡a̯ti
পারেন,paren
সেখানে,ʃekʰane
বিপুল,bipul
পরিমাণ,poriman
বিস্ফোরক,biʃpʰorɔk
হওয়ার,hoʷar
ভোরে,bʱore
ঘিরে,gʱire
রাখা,rakʰa
ধাপের,d̪ʱaper
নির্বাচনে,nirbacɔne
সহিংসতার,ʃɔhiŋʃɔt̪ar
অন্তত,ɔnt̪ot̪o
২৩,23
জনের,ɟɔner
প্রাণহানি,pranhani
ঘটে,gʱɔte
৮,8
শতাধিক,ʃɔt̪ad̪ʱik
রাঙ্গামাটি,raŋgamati
চেম্বার,cembar
অব,ɔbo
কমার্স,kɔmars
ইন্ডাস্ট্রির,indastrir
বার্ষিক,barʃik
নেতারা,net̪ara
অভিযোগ,obʱiɟog
কমান্ডো,kɔmando
অভিযান,obʱiɟan
জন,ɟɔn
জিম্মিকে,ɟimmike
জীবিত,ɟibit̪o
উদ্ধার,ud̪d̪ʱar
ইলেকট্রুনিক,ilektrunik
মিডিয়ায়,midiʲaʲ
রিপোর্ট,riport
স্বাস্থ্যমন্ত্রী,ʃast̪ʰomɔnt̪ri
মোহাম্মদ,mohammɔd̪
নাসিম,naʃim
জড়িতদের,ɟoɽit̪d̪er
ইন্টার্নশিপ,intarnoʃip
বাতিলের,bat̪iler
সেমিফাইনালে,ʃemipʰa͡i̯nale
তামিম,t̪amim
ইকবালের,ikbaler
পাখতুনস,pakʰt̪unʃ
নয়,nɔʲ
উইকেটে,u͡i̯kete
হেরে,here
পাঞ্জাবি,panɟabi
লিজেন্ডসের,liɟendʃer
কাছে,kacʰe
চারজন,carɟɔn
অপরিচিত,ɔporicit̪o
লোক,lok
মুক্তিপণও,mukt̪ipɔno
চামড়া,camɽa
হচ্ছে-,hoccʰe-
জুতা,ɟut̪a
ব্যাগ,bæg
মানি,mani
বেল্ট,belt
শীতের,ʃit̪er
পোশাকসহ,poʃakʃɔho
ইলেট্রনিক,iletronik
পণ্যের,ponner
কাভার,kabʱar
সুপ্রিমকোর্টের,ʃuprimkorter
৯ম,9m
বিচারক,bicarɔk
রক্ষণশীল,rokkʰonoʃil
নিল,nil
গোরসাচকে,gorʃacoke
দিয়েছেন,d̪iʲecʰen
ট্রাম্প,tramp
ধাপগুলো,d̪ʱapgulo
জোর,ɟor
দখল,d̪ɔkʰl
মানে,mane
খালেদা,kʰaled̪a
জিয়া,ɟiʲa
ক্ষমতার,kʰɔmot̪ar
দ্বারপ্রান্তে,d̪arprant̪e
গেছেন,gecʰen
শ্রেণী,sreni
শিক্ষক,ʃikkʰɔk
দুদিন,d̪ud̪in
অনুপস্থিতির,ɔnupost̪ʰit̪ir
জরিমানাসহ,ɟorimanaʃɔho
শাস্তি,ʃast̪i
বিমানটি,bimanti
২০১৪,2014
কুয়ালালামপুর,kuʲalalampur
বেইজিং,be͡i̯ɟiŋ
যাওয়ার,ɟa͡o̯ʷar
পথে,pɔt̪ʰe
২৩৯,239
আরোহী,arohi
জ্ঞান,gæn
ফেলে,pʰele
সুষ্ঠু,ʃuʃtʰu
তদন্তের,t̪ɔd̪ont̪er
উক্ত,ukt̪o
আসামিদের,aʃamid̪er
কারাগারে,karagare
যখন,ɟɔkʰon
কাশি,kaʃi
ওঠে,otʰe
দুনিয়াতে,d̪uniʲat̪e
আমি,ami
খুনিরা,kʰunira
যেখানেই,ɟekʰane͡i̯
থাকুক,t̪ʰakuk
খুঁজে,kʰũɟe
আইনের,a͡i̯ner
আওতায়,a͡o̯t̪aʲ
আনা,ana
প্রকৃতিতে,prokrit̪it̪e
সাপের,ʃaper
যাচ্ছে,ɟaccʰe
আসার,aʃar
আমিরাতে,amirat̪e
আইনগত,a͡i̯ngɔt̪o
ব্যবস্থা,bæbost̪ʰa
মুক্তিযুদ্ধ,mukt̪iɟud̪d̪ʱo
জাদুঘর,ɟad̪ugʱɔr
সপ্তাহব্যাপী,ʃɔpt̪ahobæpi
বিজয়,biɟɔʲ
উৎসব,ut̪ʃɔb
উদ্বোধন,ud̪bod̪ʱon
৩টা,3ta
হারুন,harun
চৌধুরীর,co͡u̯d̪ʱurir
বিরোধ,birod̪ʱ
হার্ট,hart
লিভার,libʱar
কিডনিসহ,kidoniʃɔho
শরীরের,ʃorirer
অর্গান,ɔrgan
ঠিকভাবে,tʰikbʱabe
করছে,korcʰe
রাস্তা,rast̪a
ফান্ডের,pʰander
অভাবে,ɔbʱabe
মেরামত,meramɔt̪
পারি,pari
তৃতীয়,t̪rit̪iʲo
জাপানের,ɟapaner
পিছিয়ে,picʰiʲe
পড়ার,pɔɽar
ফিরেছিল,pʰirecʰilo
২৮,28
মিনিটে,minite
রোববার,robbar
রাতে,rat̪e
নওগাঁ,nogã
কাবাডি,kabadi
সাপাহার,ʃapahar
অনুষ্ঠিত,onuʃtʰit̪o
গ্রেটা,greta
ফ্রিডম্যান,pʰridmæn
জর্জ,ɟɔrɟo
মেনদোসা,mend̪oʃa
উভয়েরই,ubʱɔʲeri
পরিচয়,poricɔʲ
অনানুষ্ঠানিকভাবে,ɔnanuʃtʰanikbʱabe
ফেসবুক,pʰesbuk
লাইভে,la͡i̯bʱe
এসেছিলেন,eʃecʰilen
ওয়ার্ডের,oʷarder
নির্বাচিত,nirbacit̪o
মেম্বার,membar
পদে,pɔd̪e
কর্মকর্তাসহ,kɔrmokɔrt̪aʃɔho
কর্মকর্তাদের,kɔrmokɔrt̪ad̪er
থানা,t̪ʰana
প্রত্যাহারের,prot̪t̪aharer
হুমকি,humki
দেয়,d̪eʲ
ঢাকা,dʱaka
মেডিকেল,medikel
কলেজ,kɔleɟ
বিসিবির,biʃibir
চিকিৎসক,cikit̪ʃɔk
মনিরুল,monirul
আমিন,amin
নিয়মিত,niʲomit̪o
মিডিয়া,midiʲa
ম্যানেজার,mæneɟar
রাবিদ,rabid̪
ইমামের,imamer
যোগাযোগ,ɟogaɟog
সর্বশেষ,ʃɔrboʃeʃ
জানাচ্ছেন,ɟanaccʰen
প্রতিবেদনের,prot̪ibed̪ɔner
তথ্যমতে,t̪ot̪t̪ʰomɔt̪e
ব্যবসাপ্রতিষ্ঠানগুলো,bæbʃaprot̪iʃtʰangulo
র‌্যানসমওয়্যার,rænʃɔmobær
বিজনেস,biɟɔnes
ই-মেইল,i-me͡i̯l
কম্প্রোমাইজ,kɔmproma͡i̯ɟ
বিইসি,bi͡i̯si
ইন্টারনেট,intarnet
অফ,ɔpʰ
থিংস,t̪ʰiŋs
আক্রমণগুলোর,akromongulor
মুখোমুখি,mukʰomukʰi
রিটকারী,ritkari
জুলহাস,ɟulhaʃ
নিজেই,niɟe͡i̯
শুনানি,ʃunani
এবার,ebar
৩৪,34
শ্রীলংকাকে,srilŋkake
হাসি,haʃi
হেসেছে,heʃecʰe
কুষ্টিয়া,kuʃtiʲa
জেনারেল,ɟenarel
হাসপাতালের,haʃpat̪aler
দায়িত্বরত,d̪aʲit̪ʃɔrot̪o
রুমন,rumɔn
পেছন,pecʰon
গুলি,guli
লেগেছে,legecʰe
কালীবাড়ী,kalibaɽi
গ্রামের,gramer
গাজীর,gaɟir
ছেলে,cʰele
আটককৃতরা,atokkrit̪ɔra
হল,hɔl
আক্তার,akt̪ar
জাহানারা,ɟahanara
আক্তার,akt̪ar
জানু,ɟanu
সুমি,ʃumi
কুলসুম,kulʃum
বেহম,behom
শিল্পী,ʃilpi
তাসলিমা,t̪aʃlima
নাছিমা,nacʰima
বেগম,begom
স্থানীয়রা,st̪ʰaniʲora
দাম্পত্য,d̪ampot̪t̪o
কলহের,kɔloher
বেগমকে,begomke
প্রায়ই,praʲi
করত,kort̪o
বাবু,babu
আসাদুল,aʃad̪ul
হক,hɔk
বিষয়ে,biʃɔʲe
থেকেই,t̪ʰeke͡i̯
গড়িমসি,goɽimoʃi
ডিএসইএস,di͡æ̯si͡e̯s
শরিয়াহ,ʃoriʲah
সূচক,ʃucok
দশমিক,d̪ɔʃmik
৫৪,54
বেড়ে,beɽe
১২১,121
উন্নীত,unnit̪o
ফুলবাড়ীয়া,pʰulbaɽiʲa
ডিগ্রি,digri
জাতীয়করণের,ɟat̪iʲokɔroner
দাবিতে,d̪abit̪e
১৭৫,175
শিক্ষক,ʃikkʰɔk
ছাত্রছাত্রী,cʰat̪rocʰat̪ri
দীর্ঘ,d̪irgʱo
আন্দোলন,and̪olɔn
আসছেন,aʃcʰen
